Model	Lag	Q1	Q2	Q3	Q4	Q5
Social	10	0.0	3.65(1.44,5.84)	4.46(1.98,6.93)	7.00(4.31,9.68)	10.85(7.92,13.82)
Social	15	0.0	3.27(1.02,5.53)	1.56(-0.86,4.09)	3.39(0.63,6.28)	6.09(2.96,9.06)
Köppen-Geiger Climate Zone: Continental
EQI	5	0.0	11.07(6.98,15.10)	13.36(9.53,17.29)	18.87(15.38,22.61)	25.08(21.46,28.78)
EQI	10	0.0	11.93(7.82,16.25)	14.36(10.12,18.52)	20.36(16.60,24.19)	29.23(25.34,33.01)
EQI	15	0.0	9.56(5.13,14.12)	11.90(7.83,16.08)	19.35(15.38,23.28)	27.29(23.51,31.27)
Air	5	0.0	5.03(1.95,8.22)	6.41(3.14,9.73)	10.36(6.80,13.84)	8.19(4.41,11.81)
Air	10	0.0	7.32(3.89,10.69)	9.72(5.87,13.38)	12.01(8.18,15.84)	11.87(7.91,15.80)
Air	15	0.0	6.32(2.96,9.75)	9.09(5.47,12.75)	13.37(9.65,17.10)	13.00(8.92,17.05)
Water	5	0.0	-1.69(-5.36,1.90)	2.15(-1.59,5.88)	5.39(1.81,9.03)	4.93(1.00,8.78)
Water	10	0.0	-1.20(-5.22,2.84)	3.44(-0.56,7.54)	5.14(1.16,9.07)	6.03(1.71,10.25)
Water	15	0.0	-2.65(-6.66,1.37)	3.09(-0.97,7.45)	2.03(-1.94,6.10)	4.47(0.26,8.91)
Land	5	0.0	3.10(-1.25,7.40)	5.52(1.41,9.55)	5.98(1.94,9.90)	5.08(1.13,9.02)
Land	10	0.0	2.49(-2.16,7.27)	6.28(1.83,10.69)	6.18(1.82,10.40)	6.73(2.44,11.01)
Land	15	0.0	3.46(-1.29,8.23)	5.66(1.19,10.10)	6.58(2.10,11.10)	6.61(2.13,10.98)
Built	5	0.0	5.48(1.78,9.07)	4.27(0.85,7.62)	6.75(3.35,10.19)	5.83(2.27,9.21)
Built	10	0.0	4.35(0.38,8.27)	4.22(0.63,7.92)	7.01(3.37,10.70)	5.52(1.90,9.23)
Built	15	0.0	4.37(0.47,8.32)	5.71(2.08,9.38)	5.85(2.16,9.43)	4.59(0.96,8.14)
Social	5	0.0	2.89(-1.63,7.38)	7.52(3.40,11.63)	8.17(4.23,12.07)	12.74(8.62,16.81)
Social	10	0.0	2.12(-2.67,6.73)	8.53(4.36,12.65)	10.20(5.94,14.26)	15.76(11.24,19.96)
Social	15	0.0	0.75(-3.91,5.26)	9.45(5.19,13.75)	10.25(6.09,14.37)	15.45(11.21,19.71)
Census Region: Northeast
EQI	5	0.0	-2.76(-9.70,4.37)	-0.37(-5.88,5.51)	4.54(-0.92,9.78)	9.81(4.70,14.75)
EQI	10	0.0	-3.34(-10.26,3.82)	-0.90(-6.94,5.11)	2.95(-2.37,8.53)	11.01(5.83,16.14)
EQI	15	0.0	-5.07(-12.24,1.93)	-1.49(-7.54,4.75)	4.72(-0.71,10.39)	13.86(8.56,19.08)
Air	5	0.0	5.31(-1.49,12.31)	-0.02(-5.74,5.84)	2.11(-3.72,7.82)	0.58(-5.05,6.24)
Air	10	0.0	4.71(-1.91,11.19)	-1.10(-6.91,4.67)	4.09(-1.44,9.98)	4.10(-1.44,9.67)
Air	15	0.0	2.05(-4.56,8.81)	-2.02(-8.00,4.05)	4.08(-1.85,9.84)	5.66(-0.03,11.53)
Water	5	0.0	-4.75(-10.35,0.83)	6.78(0.71,12.91)	4.41(-0.72,9.36)	5.92(0.56,11.39)
Water	10	0.0	-3.79(-9.57,1.90)	8.11(1.94,14.18)	5.71(0.51,10.81)	4.01(-1.47,9.61)
Water	15	0.0	-2.27(-8.14,3.77)	8.54(2.20,14.84)	8.44(3.09,13.66)	5.71(0.17,11.16)
Land	5	0.0	-2.30(-8.24,3.68)	1.81(-3.59,7.05)	4.51(-0.70,9.69)	4.31(-1.29,9.66)
Land	10	0.0	0.42(-5.74,6.38)	2.40(-2.94,7.83)	3.99(-1.25,9.35)	3.92(-1.70,9.60)
Land	15	0.0	1.64(-4.22,7.67)	2.80(-2.26,8.01)	4.39(-0.78,9.52)	3.27(-2.24,8.85)
Built	5	0.0	2.72(-3.85,9.22)	-1.02(-6.46,4.45)	3.70(-1.72,8.86)	3.63(-1.51,8.73)
Built	10	0.0	2.69(-3.90,9.27)	-2.82(-8.05,2.50)	1.68(-3.29,6.71)	1.18(-3.74,6.16)
Built	15	0.0	-0.74(-7.53,5.76)	-1.71(-7.16,3.76)	5.60(0.16,11.03)	3.54(-1.61,8.65)
Social	5	0.0	1.48(-4.58,7.43)	3.42(-1.86,8.69)	4.13(-0.92,9.19)	8.80(3.86,13.94)
Social	10	0.0	1.06(-5.21,7.18)	4.58(-0.84,9.98)	3.60(-1.60,8.72)	10.03(4.96,15.17)
Social	15	0.0	-1.40(-7.58,4.55)	4.53(-0.74,9.75)	3.43(-1.75,8.48)	8.41(3.51,13.33)
Census Region: Midwest
EQI	5	0.0	11.09(7.20,14.82)	13.58(10.11,16.97)	17.96(14.52,21.38)	24.47(21.05,27.78)
EQI	10	0.0	12.01(7.92,15.85)	14.39(10.59,18.01)	19.55(15.75,23.20)	28.12(24.39,31.74)
EQI	15	0.0	11.51(7.25,15.60)	12.73(8.91,16.53)	18.79(15.01,22.52)	26.56(22.71,30.22)
Air	5	0.0	5.67(2.53,8.71)	6.09(2.79,9.38)	11.82(8.54,15.25)	11.47(7.78,15.04)
Air	10	0.0	5.93(2.63,9.14)	8.96(5.47,12.36)	12.61(8.90,16.28)	13.74(9.81,17.66)
Air	15	0.0	5.49(1.99,8.79)	7.93(4.46,11.31)	12.46(8.82,16.12)	12.79(8.92,16.75)
Water	5	0.0	0.46(-3.09,4.08)	0.96(-2.39,4.52)	1.78(-1.51,5.20)	3.57(-0.17,7.56)
Water	10	0.0	0.67(-3.21,4.56)	1.28(-2.55,5.37)	1.89(-1.87,5.66)	5.02(0.65,9.48)
Water	15	0.0	-0.44(-4.23,3.59)	1.14(-2.82,5.09)	-0.48(-4.38,3.13)	5.02(0.74,9.30)
Land	5	0.0	5.07(0.70,9.32)	7.19(3.06,11.28)	6.92(2.92,11.02)	5.81(1.75,9.89)
Land	10	0.0	3.57(-0.90,8.18)	5.88(1.75,10.11)	6.63(2.52,10.64)	6.51(2.44,10.70)
Land	15	0.0	4.00(-0.46,8.55)	4.78(0.56,8.99)	8.45(4.23,12.59)	7.71(3.31,12.02)
Built	5	0.0	5.14(1.56,8.50)	5.25(1.90,8.48)	5.77(2.33,9.08)	5.42(1.82,8.92)
Built	10	0.0	7.35(3.83,10.94)	6.88(3.40,10.27)	7.08(3.49,10.48)	6.88(3.22,10.56)
Built	15	0.0	6.86(3.40,10.31)	7.24(3.71,10.69)	5.18(1.58,8.77)	5.45(1.74,9.14)
Social	5	0.0	2.83(-1.45,7.02)	3.27(-0.57,7.03)	5.21(1.38,8.96)	10.87(6.71,14.89)
Social	10	0.0	2.12(-2.27,6.56)	3.71(-0.33,7.79)	7.81(4.01,11.81)	13.13(8.96,17.32)
Social	15	0.0	2.69(-1.75,7.25)	5.82(1.73,9.81)	8.65(4.69,12.82)	13.88(9.53,18.09)
Census Region: South
EQI	5	0.0	6.60(4.15,9.02)	12.22(9.74,14.70)	16.59(13.79,19.33)	22.62(19.18,25.98)
EQI	10	0.0	7.41(4.81,9.98)	11.56(8.90,14.20)	17.10(13.90,20.05)	21.91(18.35,25.27)
EQI	15	0.0	6.16(3.68,8.67)	9.32(6.74,11.90)	12.62(9.75,15.50)	15.06(11.60,18.73)
Air	5	0.0	1.77(-1.70,5.19)	5.74(2.29,9.10)	9.32(5.61,12.89)	11.83(7.92,15.70)
Air	10	0.0	1.58(-1.87,4.93)	6.51(3.03,9.89)	10.12(6.58,13.62)	12.88(8.93,16.76)
Air	15	0.0	1.82(-1.80,5.45)	4.76(1.10,8.51)	7.08(3.38,10.84)	7.87(3.85,12.07)
Water	5	0.0	2.14(-1.27,5.53)	1.47(-1.93,5.04)	4.59(0.90,8.31)	2.81(-0.89,6.79)
Water	10	0.0	2.86(-0.76,6.41)	1.94(-1.79,5.48)	5.31(1.28,9.06)	3.48(-0.60,7.54)
Water	15	0.0	1.11(-2.56,4.81)	-1.05(-4.66,2.56)	3.75(-0.13,7.68)	3.24(-0.84,7.38)
Land	5	0.0	1.18(-1.02,3.34)	1.96(-0.66,4.60)	-0.81(-4.41,2.87)	1.27(-3.29,5.88)
Land	10	0.0	0.40(-1.83,2.68)	2.32(-0.29,5.01)	-0.05(-3.85,3.61)	-0.50(-5.11,4.17)
Land	15	0.0	1.04(-1.27,3.21)	2.79(0.11,5.43)	-0.63(-4.43,3.10)	2.36(-2.33,7.30)
Built	5	0.0	1.49(-0.98,4.00)	3.63(0.99,6.39)	4.54(1.79,7.48)	4.75(1.57,7.87)
Built	10	0.0	3.09(0.51,5.63)	4.88(2.14,7.68)	4.96(1.97,7.96)	4.47(1.22,7.69)
Built	15	0.0	4.58(2.01,7.17)	5.33(2.56,8.05)	7.11(4.17,10.08)	7.73(4.65,10.78)
Social	5	0.0	6.06(3.61,8.43)	6.98(4.17,9.65)	10.05(6.91,13.18)	15.21(11.70,18.83)
Social	10	0.0	4.13(1.75,6.55)	5.93(3.12,8.79)	8.08(4.80,11.43)	12.08(8.42,15.73)
Social	15	0.0	2.75(0.41,5.14)	2.47(-0.36,5.31)	3.67(0.51,6.97)	6.02(2.25,9.68)
Census Region: West
EQI	5	0.0	4.87(-0.08,9.46)	9.91(5.28,14.60)	16.60(11.72,21.36)	24.85(20.39,29.34)
EQI	10	0.0	3.81(-1.33,8.84)	10.93(5.98,16.05)	16.46(11.34,21.69)	25.58(20.76,30.30)
EQI	15	0.0	3.25(-1.65,8.32)	8.69(3.68,13.56)	15.01(9.80,20.10)	22.95(18.04,27.74)
Air	5	0.0	3.60(-0.67,7.73)	7.56(2.71,12.25)	10.94(6.24,15.55)	12.70(7.47,18.00)
Air	10	0.0	6.21(1.92,10.40)	10.35(5.65,15.14)	14.40(9.64,18.98)	13.74(8.17,18.96)
Air	15	0.0	6.20(1.85,10.47)	9.31(4.06,14.40)	15.00(9.97,19.91)	13.27(7.57,18.83)
Water	5	0.0	-6.66(-12.18,-0.92)	3.03(-2.25,8.66)	3.81(-1.61,9.24)	3.83(-1.06,8.70)
Water	10	0.0	-5.88(-11.71,-0.14)	5.00(-0.83,10.50)	6.07(0.37,11.69)	5.68(0.75,10.87)
Water	15	0.0	-4.28(-10.17,1.70)	6.37(0.36,12.38)	0.52(-5.09,6.16)	4.39(-0.97,9.57)
Land	5	0.0	2.00(-4.84,8.71)	4.38(-0.92,9.72)	4.37(-0.87,9.49)	6.61(1.46,11.79)
Land	10	0.0	2.30(-4.63,9.17)	4.29(-1.55,9.74)	2.93(-2.67,8.17)	7.07(1.55,12.60)
Land	15	0.0	1.14(-5.73,8.20)	3.61(-2.14,9.44)	3.11(-2.26,8.40)	7.72(2.38,13.28)
Built	5	0.0	4.47(-0.41,9.32)	7.23(2.45,12.06)	9.75(5.11,14.35)	8.66(4.28,13.06)
Built	10	0.0	3.41(-1.75,8.42)	4.43(-0.39,9.32)	8.49(3.89,13.16)	8.24(3.93,12.68)
Built	15	0.0	3.30(-2.16,8.45)	7.13(2.03,12.19)	7.18(2.34,12.01)	7.36(2.76,12.03)
Social	5	0.0	1.22(-3.21,5.58)	7.28(3.21,11.65)	7.55(3.00,12.20)	12.11(7.29,16.85)
Social	10	0.0	0.59(-3.99,4.99)	8.75(4.30,13.07)	7.99(3.28,12.76)	12.47(7.41,17.35)
Social	15	0.0	0.29(-4.54,5.12)	5.56(1.00,10.01)	8.02(3.29,12.99)	10.26(5.25,15.09)
County Economic Typology: Farming
EQI	5	0.0	8.19(3.55,12.94)	8.29(2.59,13.83)	8.68(1.86,15.50)	4.72(-4.50,14.10)
EQI	10	0.0	9.07(4.16,14.00)	11.63(5.50,17.65)	9.43(2.03,16.55)	3.27(-5.75,12.57)
EQI	15	0.0	8.79(3.68,13.81)	11.26(5.13,17.17)	9.22(2.17,16.52)	1.92(-7.60,11.34)
Air	5	0.0	4.96(-0.33,10.13)	8.48(1.45,15.43)	2.27(-5.58,10.03)	0.14(-9.98,10.00)
Air	10	0.0	5.55(0.11,11.25)	8.65(1.23,15.69)	4.53(-3.36,12.71)	0.04(-9.46,9.69)
Air	15	0.0	6.22(0.60,11.85)	9.71(2.29,16.72)	2.40(-5.96,10.91)	-0.01(-9.79,9.92)
Water	5	0.0	-1.16(-6.41,3.85)	1.99(-3.95,7.65)	5.16(-0.52,10.88)	3.24(-3.09,9.64)
Water	10	0.0	-2.15(-7.40,3.22)	3.51(-2.57,9.60)	6.51(0.54,12.33)	3.25(-3.65,9.79)
Water	15	0.0	-0.82(-6.37,4.53)	2.12(-4.06,8.37)	3.25(-2.68,9.00)	4.24(-2.54,11.19)
Land	5	0.0	-0.46(-7.15,6.10)	1.41(-4.14,6.80)	1.79(-3.74,7.73)	5.39(-0.31,11.06)
Land	10	0.0	-1.47(-8.07,5.22)	-1.83(-7.46,3.78)	1.79(-3.96,7.49)	7.81(1.80,13.60)
Land	15	0.0	2.06(-4.52,8.77)	-1.28(-7.46,4.67)	1.27(-4.70,7.33)	6.15(0.19,12.19)
Built	5	0.0	3.01(-1.99,7.87)	3.99(-1.65,9.78)	1.71(-4.38,7.81)	-1.93(-9.66,5.87)
Built	10	0.0	3.75(-1.24,8.74)	5.01(-0.57,10.54)	1.25(-4.76,7.10)	-2.29(-9.87,5.46)
Built	15	0.0	5.65(0.60,10.70)	6.54(0.70,12.52)	-0.18(-6.56,6.24)	-1.06(-8.72,6.57)
Social	5	0.0	1.57(-3.59,6.61)	2.98(-2.29,8.31)	3.35(-2.15,8.95)	8.66(1.64,15.74)
Social	10	0.0	-2.37(-7.81,3.05)	1.83(-4.04,7.60)	7.62(1.71,13.67)	8.72(1.45,16.02)
Social	15	0.0	-1.74(-7.24,3.51)	3.20(-2.76,8.94)	8.37(2.32,14.19)	8.21(1.10,15.35)
County Economic Typology: Mining
EQI	5	0.0	3.91(-2.46,10.20)	4.94(-1.93,11.89)	7.53(-0.29,15.26)	-0.36(-9.42,8.85)
EQI	10	0.0	5.71(-0.94,12.30)	7.86(0.59,14.94)	6.65(-1.14,14.67)	1.94(-6.91,10.85)
EQI	15	0.0	7.22(0.91,13.55)	6.37(-0.46,12.96)	8.11(0.57,15.77)	3.22(-5.82,12.31)
Air	5	0.0	2.10(-4.82,9.02)	-3.66(-10.24,3.22)	5.56(-1.90,13.01)	3.10(-5.92,12.01)
Air	10	0.0	1.17(-5.55,7.94)	3.97(-3.03,11.14)	5.88(-1.84,13.24)	3.36(-5.77,12.81)
Air	15	0.0	4.47(-2.35,10.87)	6.59(-0.17,13.22)	6.63(-0.42,13.72)	4.58(-4.37,13.50)
Water	5	0.0	0.90(-6.15,8.08)	-1.32(-8.96,6.06)	6.26(-0.97,13.22)	3.32(-3.86,10.73)
Water	10	0.0	0.88(-6.29,7.97)	3.23(-4.73,10.92)	4.72(-2.50,11.92)	1.46(-5.69,8.61)
Water	15	0.0	2.71(-3.89,9.43)	3.72(-3.72,11.27)	4.22(-2.79,11.18)	2.65(-4.07,9.39)
Land	5	0.0	6.04(-0.51,12.53)	3.40(-3.47,10.13)	0.45(-7.20,7.98)	2.11(-6.47,10.53)
Land	10	0.0	6.01(-1.00,12.97)	4.77(-1.95,11.61)	-1.23(-8.79,6.75)	0.38(-7.94,8.84)
Land	15	0.0	4.92(-1.62,11.35)	2.90(-3.86,9.70)	-0.19(-7.34,7.23)	-0.95(-9.22,6.90)
Built	5	0.0	-0.15(-7.08,6.83)	0.98(-6.04,7.92)	5.79(-1.32,12.68)	4.03(-3.26,11.26)
Built	10	0.0	1.06(-6.40,8.49)	3.15(-4.09,9.89)	5.80(-1.23,12.86)	6.20(-1.10,13.31)
Built	15	0.0	1.11(-5.48,7.49)	3.88(-2.91,10.57)	7.70(0.85,14.46)	6.32(-0.83,13.59)
Social	5	0.0	3.69(-3.46,10.63)	-1.71(-8.85,5.40)	2.47(-5.64,10.48)	0.61(-8.12,9.51)
Social	10	0.0	3.78(-3.10,10.86)	1.66(-5.57,9.21)	2.17(-6.18,10.54)	2.29(-7.12,12.14)
Social	15	0.0	1.22(-5.18,7.71)	1.30(-5.63,8.09)	3.02(-4.67,10.83)	1.17(-7.63,9.91)
County Economic Typology: Manufacturing
EQI	5	0.0	4.07(0.62,7.47)	7.33(3.94,10.78)	10.78(7.36,14.16)	17.73(13.96,21.39)
EQI	10	0.0	3.87(0.43,7.38)	7.02(3.60,10.50)	10.87(7.50,14.34)	18.56(14.99,22.24)
EQI	15	0.0	4.61(1.05,8.26)	5.39(1.77,9.00)	9.56(5.90,13.17)	17.25(13.40,21.08)
Air	5	0.0	-1.12(-5.46,3.44)	2.88(-1.51,7.16)	7.30(3.01,11.76)	9.20(4.55,13.74)
Air	10	0.0	0.19(-4.40,4.83)	5.01(0.71,9.35)	7.96(3.61,12.37)	11.04(6.50,15.75)
Air	15	0.0	1.69(-2.92,6.34)	5.70(1.21,10.14)	9.01(4.53,13.47)	10.36(5.82,15.14)
Water	5	0.0	1.21(-2.69,5.22)	0.38(-3.51,4.30)	0.20(-3.75,4.12)	1.79(-2.26,6.02)
Water	10	0.0	0.32(-3.83,4.41)	-1.40(-5.38,2.62)	-0.42(-4.65,3.83)	3.13(-1.33,7.60)
Water	15	0.0	-2.00(-6.23,2.30)	-2.20(-6.28,2.21)	-2.25(-6.46,2.22)	1.22(-3.32,5.90)
Land	5	0.0	-0.07(-3.08,2.91)	0.80(-2.31,3.93)	1.87(-1.77,5.33)	1.43(-2.57,5.27)
Land	10	0.0	0.81(-2.21,3.85)	0.53(-2.71,3.80)	1.03(-2.54,4.75)	-2.47(-6.33,1.43)
Land	15	0.0	0.85(-2.38,4.06)	1.34(-2.06,4.90)	2.86(-0.99,6.73)	0.11(-4.08,4.46)
Built	5	0.0	1.32(-1.66,4.27)	3.78(0.73,6.69)	4.29(1.13,7.37)	5.01(1.27,8.84)
Built	10	0.0	1.21(-1.99,4.24)	2.36(-0.74,5.46)	4.38(1.23,7.55)	5.46(1.70,9.31)
Built	15	0.0	3.62(0.42,6.80)	4.88(1.73,8.15)	5.39(2.03,8.57)	8.81(4.90,12.77)
Social	5	0.0	3.01(-0.17,6.16)	4.63(1.09,8.14)	4.99(1.43,8.63)	10.57(6.60,14.66)
Social	10	0.0	2.29(-0.85,5.52)	4.41(1.09,7.78)	5.04(1.48,8.55)	11.99(7.87,16.02)
Social	15	0.0	3.37(0.04,6.74)	1.03(-2.58,4.56)	2.18(-1.48,5.91)	9.52(5.26,13.62)
County Economic Typology: Government
EQI	5	0.0	8.18(3.51,12.68)	11.75(7.54,15.99)	13.74(9.18,18.13)	18.44(13.93,22.96)
EQI	10	0.0	7.51(2.67,12.47)	13.05(8.44,17.42)	14.75(10.08,19.44)	21.18(16.38,25.93)
EQI	15	0.0	3.95(-0.93,8.81)	10.41(5.99,14.71)	11.33(6.46,16.09)	18.57(13.95,23.28)
Air	5	0.0	5.08(0.28,9.81)	6.86(2.22,11.40)	11.88(7.51,16.25)	12.43(7.76,16.98)
Air	10	0.0	8.17(3.35,13.40)	7.67(2.85,12.42)	13.41(8.88,17.95)	16.41(11.62,21.20)
Air	15	0.0	8.52(3.53,13.55)	6.71(2.08,11.24)	11.55(6.85,16.17)	15.00(9.94,20.02)
Water	5	0.0	-1.17(-5.69,3.29)	1.03(-3.29,5.48)	1.95(-2.54,6.57)	2.65(-1.45,6.79)
Water	10	0.0	0.82(-4.09,5.76)	3.85(-0.99,8.64)	0.44(-4.59,5.27)	3.18(-1.57,7.95)
Water	15	0.0	1.23(-3.57,6.12)	1.88(-2.94,6.85)	1.92(-3.13,6.97)	3.99(-0.52,8.62)
Land	5	0.0	-0.61(-4.65,3.55)	5.54(1.27,9.83)	-0.37(-4.75,4.22)	3.42(-1.66,8.28)
Land	10	0.0	-0.27(-4.78,4.13)	2.88(-1.59,7.47)	-0.95(-6.06,3.95)	2.16(-3.29,7.74)
Land	15	0.0	0.32(-4.01,4.59)	1.14(-3.51,5.68)	-1.54(-6.49,3.38)	2.09(-3.51,7.54)
Built	5	0.0	2.37(-2.02,7.09)	0.92(-3.58,5.57)	5.38(0.89,9.95)	4.60(0.11,9.04)
Built	10	0.0	5.79(1.04,10.47)	4.61(-0.13,9.39)	8.01(3.37,12.88)	8.03(3.54,12.76)
Built	15	0.0	5.11(0.27,9.87)	5.27(0.55,9.93)	9.90(4.98,14.72)	7.86(3.33,12.51)
Social	5	0.0	5.75(1.76,9.86)	7.40(3.01,11.94)	6.73(1.82,11.91)	9.99(5.39,14.57)
Social	10	0.0	5.06(0.98,9.18)	7.34(2.73,11.96)	6.24(1.07,11.44)	9.96(5.14,14.85)
Social	15	0.0	3.20(-1.17,7.54)	3.50(-1.07,8.21)	4.37(-0.57,9.47)	6.52(1.62,11.51)
County Economic Typology: Services
EQI	5	0.0	0.56(-5.57,6.59)	1.52(-4.36,7.30)	11.06(5.51,16.57)	17.75(12.71,22.73)
EQI	10	0.0	-2.54(-8.69,3.56)	0.44(-5.25,6.09)	10.77(5.16,16.04)	19.55(14.41,24.38)
EQI	15	0.0	-4.52(-10.66,1.65)	-0.66(-6.20,4.69)	7.04(1.56,12.46)	17.88(12.75,22.74)
Air	5	0.0	3.47(-2.37,9.02)	6.91(1.42,12.31)	10.24(5.15,15.04)	10.99(5.91,15.95)
Air	10	0.0	3.78(-1.79,9.13)	5.68(0.24,11.15)	12.36(7.32,17.32)	13.65(8.80,18.51)
Air	15	0.0	3.34(-2.18,8.77)	3.25(-2.36,8.84)	11.52(6.20,16.51)	14.52(9.56,19.37)
Water	5	0.0	0.28(-4.88,5.48)	2.72(-2.42,7.60)	5.62(0.95,10.43)	4.94(-0.05,9.87)
Water	10	0.0	-0.16(-5.51,5.28)	3.92(-1.11,9.18)	7.49(2.78,12.36)	6.51(1.57,11.60)
Water	15	0.0	-1.23(-6.49,4.33)	4.23(-1.12,9.72)	6.15(1.07,11.20)	5.63(0.29,10.82)
Land	5	0.0	1.86(-2.87,6.63)	3.39(-1.16,8.08)	3.39(-1.48,8.27)	0.57(-4.20,5.42)
Land	10	0.0	2.63(-2.08,7.25)	5.12(0.46,9.89)	3.39(-1.49,8.22)	0.37(-4.39,5.35)
Land	15	0.0	4.44(-0.56,9.44)	4.91(-0.21,9.92)	4.13(-0.86,9.14)	2.02(-3.01,7.06)
Built	5	0.0	-0.36(-6.85,6.28)	5.64(-0.15,11.45)	4.69(-0.71,9.97)	5.29(0.05,10.29)
Built	10	0.0	2.91(-3.84,9.39)	5.01(-0.85,10.74)	2.84(-2.31,8.22)	3.44(-1.66,8.71)
Built	15	0.0	1.28(-5.85,8.36)	3.43(-2.60,9.30)	2.15(-3.31,7.51)	4.42(-0.87,9.66)
Social	5	0.0	-0.79(-6.80,5.03)	4.29(-0.65,9.26)	7.24(2.45,11.86)	11.35(6.77,15.99)
Social	10	0.0	-0.56(-6.49,5.39)	3.39(-1.50,8.33)	6.40(1.65,11.04)	13.28(8.59,17.77)
Social	15	0.0	0.78(-5.40,6.81)	1.03(-3.94,6.19)	3.04(-1.85,7.92)	9.04(4.40,13.61)
County Economic Typology: Nonspecialized
EQI	5	0.0	3.80(0.47,7.02)	10.28(7.01,13.48)	14.56(11.37,17.82)	21.31(17.85,24.87)
EQI	10	0.0	4.05(0.64,7.29)	8.05(4.57,11.36)	14.46(10.87,17.83)	23.38(19.62,26.96)
EQI	15	0.0	4.52(1.05,7.88)	6.93(3.62,10.35)	13.89(10.42,17.20)	19.59(15.88,23.29)
Air	5	0.0	0.58(-2.54,3.73)	4.36(1.12,7.51)	10.94(7.68,14.33)	11.81(8.10,15.52)
Air	10	0.0	2.17(-1.21,5.57)	8.50(5.03,12.02)	14.12(10.53,17.85)	14.78(10.87,18.79)
Air	15	0.0	2.34(-0.83,5.61)	7.11(3.73,10.42)	12.25(8.67,15.76)	11.04(7.13,14.88)
Water	5	0.0	2.33(-1.31,5.93)	3.13(-0.34,6.74)	2.94(-0.57,6.43)	3.20(-0.36,6.87)
Water	10	0.0	3.71(-0.24,7.63)	2.43(-1.47,6.39)	5.24(1.22,9.10)	3.39(-0.56,7.29)
Water	15	0.0	2.26(-1.55,6.14)	1.27(-2.46,5.08)	3.06(-0.82,6.88)	3.17(-0.88,7.17)
Land	5	0.0	1.95(-1.03,4.92)	-0.90(-4.02,2.24)	-2.34(-5.71,1.05)	-1.79(-5.39,1.90)
Land	10	0.0	0.80(-2.37,3.99)	1.00(-2.38,4.33)	-2.84(-6.64,0.68)	1.79(-2.19,5.73)
Land	15	0.0	1.45(-1.76,4.67)	1.76(-1.60,5.23)	0.88(-2.76,4.57)	3.96(0.16,8.01)
Built	5	0.0	4.04(0.77,7.18)	4.49(1.38,7.60)	4.52(1.17,7.86)	2.44(-0.90,5.80)
Built	10	0.0	4.27(0.97,7.52)	4.06(0.89,7.40)	4.13(0.87,7.64)	2.05(-1.52,5.59)
Built	15	0.0	2.78(-0.54,6.10)	3.44(0.13,6.70)	4.16(0.66,7.57)	1.86(-1.59,5.37)
Social	5	0.0	7.38(4.32,10.35)	8.19(5.15,11.27)	11.93(8.68,15.06)	15.48(11.96,18.96)
Social	10	0.0	4.27(1.20,7.45)	6.48(3.39,9.51)	9.70(6.31,13.18)	12.93(9.25,16.63)
Social	15	0.0	0.83(-2.36,3.86)	4.51(1.10,7.74)	6.25(2.72,9.85)	10.23(6.50,13.97)
