ICD_Code,EQI_Period,AAMR_Period,Lag,Model,Q1,Q2,Q3,Q4,Q5,Q2_p,Q3_p,Q4_p,Q5_p,Q2_rhat,Q3_rhat,Q4_rhat,Q5_rhat,Q2_ess_bulk,Q3_ess_bulk,Q4_ess_bulk,Q5_ess_bulk,Q2_ess_tail,Q3_ess_tail,Q4_ess_tail,Q5_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail,UN,UN_p,UN_rhat,UN_ess_bulk,UN_ess_tail,PD,PD_p,PD_rhat,PD_ess_bulk,PD_ess_tail,DB,DB_p,DB_rhat,DB_ess_bulk,DB_ess_tail,FC,FC_p,FC_rhat,FC_ess_bulk,FC_ess_tail
K70_K76_C22,2000_2005,2006_2010,5,EQI+SM+PA+OB+UN,"1.00(1.00,1.00)","1.20(1.14,1.26)","1.21(1.15,1.29)","1.25(1.18,1.33)","1.32(1.24,1.42)",0.0002,0.0002,0.0002,0.0002,1.0020,1.0043,1.0051,1.0044,2124,1821,1699,1682,2963,2781,2187,2425,"0.67(0.58,0.77)",0.0002,0.9997,3048,2763,"-0.16(-0.23,-0.09)",0.0002,1.0043,1681,2070,"0.20(0.11,0.28)",0.0002,1.0024,2842,3382,"-0.18(-0.26,-0.09)",0.0002,1.0030,2103,2922,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA
"K70_K76_C22","2000_2005","2006_2010",5,"EQI_Air+SM+PA+OB+UN","1.00(1.00,1.00)","1.22(1.15,1.29)","1.22(1.15,1.30)","1.23(1.16,1.31)","1.28(1.21,1.38)","0.0002","0.0002","0.0002","0.0002","1.0015","1.0018","1.0034","1.0030",2065,1826,1702,1669,3202,2438,2782,2661,"0.64(0.54,0.74)","0.0002","1.0051",2017,2786,"-0.05(-0.12,0.03)","0.2189","1.0032",1535,2293,"0.13(0.04,0.22)","0.0015","1.0005",3024,3348,"-0.19(-0.27,-0.10)","0.0002","1.0004",2324,3214,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"K70_K76_C22","2000_2005","2006_2010",5,"EQI_Water+SM+PA+OB+UN","1.00(1.00,1.00)","1.00(0.93,1.06)","1.04(0.98,1.11)","1.07(1.00,1.14)","1.08(1.01,1.15)","0.8709","0.2243","0.0373","0.0252","1.0015","1.0020","1.0016","1.0011",1705,1666,1688,1577,2569,2466,2516,2241,"0.64(0.54,0.74)","0.0002","1.0051",2017,2786,"-0.05(-0.12,0.03)","0.2189","1.0032",1535,2293,"0.13(0.04,0.22)","0.0015","1.0005",3024,3348,"-0.19(-0.27,-0.10)","0.0002","1.0004",2324,3214,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"K70_K76_C22","2000_2005","2006_2010",5,"EQI_Land+SM+PA+OB+UN","1.00(1.00,1.00)","1.01(0.97,1.06)","1.03(0.99,1.08)","0.99(0.94,1.04)","1.00(0.95,1.06)","0.5484","0.1448","0.6163","0.8884","1.0019","1.0021","1.0018","1.0028",2941,2247,2022,2075,3509,3387,2900,3037,"0.64(0.54,0.74)","0.0002","1.0051",2017,2786,"-0.05(-0.12,0.03)","0.2189","1.0032",1535,2293,"0.13(0.04,0.22)","0.0015","1.0005",3024,3348,"-0.19(-0.27,-0.10)","0.0002","1.0004",2324,3214,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"K70_K76_C22","2000_2005","2006_2010",5,"EQI_Built+SM+PA+OB+UN","1.00(1.00,1.00)","1.13(1.08,1.18)","1.16(1.11,1.22)","1.19(1.13,1.25)","1.25(1.19,1.32)","0.0002","0.0002","0.0002","0.0002","1.0006","1.0015","1.0007","1.0016",2122,1876,1918,1857,2791,2573,2656,2916,"0.64(0.54,0.74)","0.0002","1.0051",2017,2786,"-0.05(-0.12,0.03)","0.2189","1.0032",1535,2293,"0.13(0.04,0.22)","0.0015","1.0005",3024,3348,"-0.19(-0.27,-0.10)","0.0002","1.0004",2324,3214,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"K70_K76_C22","2000_2005","2006_2010",5,"EQI_Social+SM+PA+OB+UN","1.00(1.00,1.00)","0.86(0.81,0.90)","0.83(0.77,0.88)","0.82(0.76,0.87)","0.78(0.72,0.85)","0.0002","0.0002","0.0002","0.0002","1.0032","1.0044","1.0051","1.0053",1714,1444,1393,1460,2687,2686,2448,2587,"0.64(0.54,0.74)","0.0002","1.0051",2017,2786,"-0.05(-0.12,0.03)","0.2189","1.0032",1535,2293,"0.13(0.04,0.22)","0.0015","1.0005",3024,3348,"-0.19(-0.27,-0.10)","0.0002","1.0004",2324,3214,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"K70_K76_C22","2000_2005","2006_2010",5,"EQI+SM+PA+OB+PD","1.00(1.00,1.00)","1.26(1.19,1.34)","1.29(1.21,1.37)","1.32(1.24,1.40)","1.40(1.31,1.50)","0.0002","0.0002","0.0002","0.0002","1.0019","1.0030","1.0033","1.0031",2678,2090,1945,2036,3539,2788,2852,3032,"0.70(0.61,0.80)","0.0002","1.0037",3919,3319,"-0.15(-0.21,-0.08)","0.0002","1.0017",2309,3133,"0.29(0.20,0.38)","0.0002","1.0009",3364,3629,"",NA,"NA",NA,NA,"0.01(0.01,0.01)","0.0002","1.0017",5104,4143,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"K70_K76_C22","2000_2005","2006_2010",5,"EQI_Air+SM+PA+OB+PD","1.00(1.00,1.00)","1.30(1.22,1.39)","1.30(1.22,1.40)","1.31(1.22,1.41)","1.37(1.27,1.47)","0.0002","0.0002","0.0002","0.0002","1.0001","1.0013","1.0011","1.0015",2168,1817,1539,1568,3064,2781,2516,2590,"0.68(0.59,0.78)","0.0002","1.0001",2907,3543,"-0.04(-0.11,0.04)","0.3289","1.0025",1718,2505,"0.21(0.12,0.30)","0.0002","1.0017",2141,3137,"",NA,"NA",NA,NA,"0.01(0.00,0.01)","0.0002","1.0002",4446,4078,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"K70_K76_C22","2000_2005","2006_2010",5,"EQI_Water+SM+PA+OB+PD","1.00(1.00,1.00)","0.99(0.91,1.08)","1.06(0.98,1.16)","1.10(1.01,1.20)","1.11(1.01,1.21)","0.8034","0.1781","0.0240","0.0240","1.0031","1.0048","1.0040","1.0039",1229,1230,1247,1259,2583,2564,2311,2371,"0.68(0.59,0.78)","0.0002","1.0001",2907,3543,"-0.04(-0.11,0.04)","0.3289","1.0025",1718,2505,"0.21(0.12,0.30)","0.0002","1.0017",2141,3137,"",NA,"NA",NA,NA,"0.01(0.00,0.01)","0.0002","1.0002",4446,4078,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"K70_K76_C22","2000_2005","2006_2010",5,"EQI_Land+SM+PA+OB+PD","1.00(1.00,1.00)","1.02(0.96,1.08)","1.05(0.98,1.11)","0.97(0.91,1.04)","1.00(0.93,1.07)","0.5330","0.1527","0.4276","0.9713","1.0030","1.0009","1.0015","1.0011",2721,2271,2142,2215,3548,3422,3176,3229,"0.68(0.59,0.78)","0.0002","1.0001",2907,3543,"-0.04(-0.11,0.04)","0.3289","1.0025",1718,2505,"0.21(0.12,0.30)","0.0002","1.0017",2141,3137,"",NA,"NA",NA,NA,"0.01(0.00,0.01)","0.0002","1.0002",4446,4078,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
